parent_url,activity_name,activity_content,activity_type,life_learning_type,outside_url,activity_limit,event_url
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261324_01,【114-2 夥伴教師輔導知能講座】,"【114-2 夥伴教師輔導知能講座】
※本系列講座全程以中文進行

面對學生的情緒，想幫忙卻總是愛莫能助？只是聊個天，卻不知不覺吵起來？為什麼明明是最親近的人，卻愈容易讓彼此感覺到受傷？邀請教職員夥伴們走進心理學的世界，一步步解析溝通的基本元素，學習如何有效解開誤解，找到合作的可能性。讓我們一起邁向衝突管理的實踐之路！

講師介紹：周子勛 諮商心理師
台灣輔導與諮商學會 諮商專業督導（台輔諮督證字第114016號）
抱抱心身醫學診所 諮商心理師
國立臺北科技大學 學生輔導中心 諮商心理師
癌症希望基金會 諮商心理師
芙樂奇心理諮商所 諮商心理師
三重社區大學「心動在一起」合作 心理師
著作:《與情緒相伴的新生活提案》

主題：為什麼總是有溝沒有通？師生溝通與衝突之心理學攻略
對象：本校教職員約80–100人
時間：115/06/08（一）中午12:20–14:00（共100分鐘）
地點：校總區行政大樓－第一會議廳",講座 (兩種身分皆適用),人文素養/人文素養/心理(191),無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261324_01&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261325_05,NTUHC-115/5/26、27 基本救命術BLS訓練,"學務處保健中心5月份『基本救命術BLS』訓練
一、 本中心為加強國立臺灣大學系統所屬三校教職員工生對意外事故第一線緊急處理能力，特聘臺大醫院急診醫學部醫師、高級救護技術員、臺大醫院物理治療師及本中心醫護同仁等，舉辦「基本救命術BLS」訓練，規劃實地演練培養同學生活學習之危機處理能力，以維護校園及社團活動安全
二、 日期：115年5月26、27日。(5/26 17:15-21:50、5/27 17:45--21:15)
三、 對象：國立臺灣大學系統所屬三校教職員工生，60名額滿。
四、 地點：保健中心2F衛教室。
五、 內容：創傷急救、傷患搬運技術實習(分組進行)、止血包紮技術實習、
心肺復甦術講習、心肺復甦術技術實習(分組進行)及術科考試、筆
試。
六、 需全程參加、筆試通過、技術測驗通過、繳交課前題，方可取得『基本救命術』合格證書；公務人員可取得 8小時終身學習時數。
七、 證書工本費說明:
本課程之「證書」為選擇性申請，若您需要證書，須自行負擔每張新台幣
100元(台灣運動安全暨急救技能推廣協會之製作工本費)，並於開課當日現
場簽到時告知工作人員並繳交費用。
八、 聯絡方式與上課資格:
報名時請務必提供有效之台灣手機號碼，以便課程通知與聯繫。若未提供
台灣手機號碼，將視同放棄上課資格(若有特殊狀況請洽承辦02-
33662172、panhx@ntu.edu.tw)。
九、 歡迎現場報名:【依現場學員報到後實際狀況，課程超過15分鐘開放現場報名，名額人額60滿截止】。
十、 本次課程無提供餐點，請學員自備。
十一、活動獎勵：
（1）學生參與本活動可獲摸彩券一張，並於學期末參加抽獎活動，最高獎項價值新臺幣 4,000 元。
（2）活動相關資訊請參閱本中心 FB／IG 官方平台：
FB：https://www.facebook.com/profile.php?id=61585288985745
IG：https://www.instagram.com/ntu.healthcenter/",課程 (兩種身分皆適用),人文素養/養生保健/婦幼衛生(195),無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261325_05&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=2026M100_02,🎁看比賽！拿好禮！【🏆2026 NTU English Digital Storytelling Contest🎤】,"🎁看比賽！拿好禮！【🏆2026 NTU English Digital Storytelling Contest🎤】

👉5/22(五)17:30-19:30一起進場欣賞晉級決賽選手的精彩演出！
一段影片，一個真實故事。
入圍決賽的選手將獨立完成一支精彩作品，用全英文說出自己的熱情與對未來的無限想像！
每一秒都是勇氣與創意的累積！
歡迎入場觀賽，看看他們如何在短短 2 分鐘內自信發光！

🎊全程觀賽可獲：
❤️‍🔥美味餐盒（賽後發放）
❤️‍🔥CBE精美觀賽禮
❤️‍🔥英語學習護照點數5點
❤️‍🔥現場抽幸運觀眾獲CBE神秘禮

✨觀賽資訊：
(1)決賽時間：5/22（五） 17:30-19:30
(2)決賽地點：外語教學暨資源中心劇場
(3)注意事項：本比賽由臺大雙語教育中心及外語教學暨資源中心合辦。報名成功者將於比賽前2週由雙語教育中心寄發「報名成功通知信」。
(4)更多比賽資訊：https://cbe.ntu.edu.tw/events/282

- - -
※英語學習護照點數5點：賽後提供掃描QRCODE。未於當天集點不列入計算。
※美味餐盒 ：除評審及決賽選手外，觀賽者之餐盒統一於「賽後 」發放
※本競賽將進行拍照、錄影及錄音，相關影像資料可能用於活動紀錄、成果展示、宣傳或教育推廣（如網站、社群媒體、簡報等）；如不同意者，請勿報名本次活動。",工作坊 (適用非公務人員),活動總表,https://cbe.ntu.edu.tw/events/282,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=2026M100_02&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=2026M100_03,2分鐘，抱回1萬元!?🏆2026 NTU English Digital Storytelling Contest🎤等你來參賽！,"🏆2026 NTU English Digital Storytelling Contest🎤
—⟢✦——Tell your story, make it matter ——✦⟢—

❤️‍🔥2 分鐘的舞台，敘事技巧就是你的超能力！說出你的故事驚艷全場，抱回 NT$10,000元獎金！！🤟

❤️‍🔥一段影片，一個真實故事。每一秒，都是創意的累積 📹
參賽選手需獨立完成一支2分鐘精彩作品 （可運用照片、動畫、影片等素材來製作） 🎬
用英文說出自己的興趣、熱情與對未來的無限想像！

❤️‍🔥總獎金高達$24,000元！！
🎖️第一名　NT$10,000元及獎狀
🎖️第二名　NT$8,000元及獎狀
🎖️第三名　NT$6,000元及獎狀
🎖️最佳人氣獎　精美禮品及獎狀
🉐所有得獎者皆可獲得『英語學習護照點數』，最高可獲15點！！

＝＝＝
比賽資訊：
📍（一）比賽簡章＆最新消息：請見雙語教育中心官網 https://cbe.ntu.edu.tw/events/282

📍（二）比賽時程：
(1)報名及參賽作品繳交：即日起至2026年5月11日(一)12:00止
(2)初審名單公布：2026年5月15日(五)17:00前
(3)決賽時間：2026年5月22日(五) 17:30-19:30

📍（三）參賽資格：臺灣大學已註冊之在校大學部學生

📍（四）我要報名參賽：https://forms.gle/58Z8UnfthXqNp4sd7
🌟🌟🌟🌟請務必利用google form報名參賽


※本比賽由臺大雙語教育中心及外語教學暨資源中心合辦。比賽之最新規定，請依雙語教育中心官網最新公告為準。主辦單位有權利更改比賽規定，並保留最終解釋權。",競賽 (適用非公務人員),活動總表,https://cbe.ntu.edu.tw/events/282,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=2026M100_03&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261325_06,NTUHC-健康一把罩:癌症篩檢知多少,"健康一把罩－癌症篩檢活動公告
一、活動內容
(一) 守護健康：認識癌症篩檢（實體與線上同步）
時間：115年5月18日（星期一）12：20–13：20
地點：保健中心二樓衛教室
講師：國立臺灣大學醫學院附設醫院家庭醫學部醫師
(二) 癌症篩檢行動實踐引導活動
時間：115年5月21日（星期四）、5月22日（星期五）13：30–16：30
地點：保健中心一樓
備註：本活動不需事先報名，符合資格者可直接攜帶健保卡至現場進行篩檢。
二、活動對象-本校教職員生
• 健康識能講座預計100人
• 癌症篩檢行動實踐活動預計50人次
• 全程參與並完成簽到、簽退及滿意度調查者，可登錄終生學習時數
三、活動說明
(一) 守護健康：認識癌症篩檢
透過醫學專業講解，說明癌症篩檢之醫學依據、政府補助政策及正確篩檢觀念，提升健康識能。
(二) 癌症篩檢行動實踐引導活動（現場實際篩檢項目）
1. 子宮頸抹片檢查：25–29歲女性每3年1次；30歲以上女性每年1次。
2. 人類乳突病毒檢測（HPV）：35歲、45歲、65歲女性，當年度可免費檢測1次。
3. 糞便潛血檢查：45–75歲民眾每2年1次；40–45歲具家族史者亦可。
4. 胃幽門螺旋桿菌篩檢：45至未滿75歲（出生年40–70年次）民眾，終身1次。
5. 乳房X光攝影（需預約回總院篩檢）：45–75歲女性，每2年1次。
6. 肺部低劑量電腦斷層（LDCT）（需預約回總院篩檢）：
- 具肺癌家族史者：45–75歲男性或40–75歲女性，且父母、子女或兄弟姊妹曾診斷肺癌。
- 重度吸菸者：50–74歲，吸菸史達20包–年以上，且戒菸未滿15年者。
四、用餐說明
本活動無提供便當，參加講座者，教職員可集點，學生可摸彩

**詳細活動內容請上FB及IG查詢🔍台灣大學保健中心

FB粉專:
https://www.facebook.com/profile.php?id=61585288985745
IG:
https://www.instagram.com/ntu.healthcenter/",講座 (兩種身分皆適用),人文素養/養生保健/婦幼衛生(195),無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261325_06&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261325_06,NTUHC-健康一把罩:癌症篩檢知多少,"健康一把罩－癌症篩檢活動公告
一、活動內容
(一) 守護健康：認識癌症篩檢（實體與線上同步）
時間：115年5月18日（星期一）12：20–13：20
地點：保健中心二樓衛教室
講師：國立臺灣大學醫學院附設醫院家庭醫學部醫師
(二) 癌症篩檢行動實踐引導活動
時間：115年5月21日（星期四）、5月22日（星期五）13：30–16：30
地點：保健中心一樓
備註：本活動不需事先報名，符合資格者可直接攜帶健保卡至現場進行篩檢。
二、活動對象-本校教職員生
• 健康識能講座預計100人
• 癌症篩檢行動實踐活動預計50人次
• 全程參與並完成簽到、簽退及滿意度調查者，可登錄終生學習時數
三、活動說明
(一) 守護健康：認識癌症篩檢
透過醫學專業講解，說明癌症篩檢之醫學依據、政府補助政策及正確篩檢觀念，提升健康識能。
(二) 癌症篩檢行動實踐引導活動（現場實際篩檢項目）
1. 子宮頸抹片檢查：25–29歲女性每3年1次；30歲以上女性每年1次。
2. 人類乳突病毒檢測（HPV）：35歲、45歲、65歲女性，當年度可免費檢測1次。
3. 糞便潛血檢查：45–75歲民眾每2年1次；40–45歲具家族史者亦可。
4. 胃幽門螺旋桿菌篩檢：45至未滿75歲（出生年40–70年次）民眾，終身1次。
5. 乳房X光攝影（需預約回總院篩檢）：45–75歲女性，每2年1次。
6. 肺部低劑量電腦斷層（LDCT）（需預約回總院篩檢）：
- 具肺癌家族史者：45–75歲男性或40–75歲女性，且父母、子女或兄弟姊妹曾診斷肺癌。
- 重度吸菸者：50–74歲，吸菸史達20包–年以上，且戒菸未滿15年者。
四、用餐說明
本活動無提供便當，參加講座者，教職員可集點，學生可摸彩

**詳細活動內容請上FB及IG查詢🔍台灣大學保健中心

FB粉專:
https://www.facebook.com/profile.php?id=61585288985745
IG:
https://www.instagram.com/ntu.healthcenter/",講座 (兩種身分皆適用),人文素養/養生保健/婦幼衛生(195),無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261325_06&sesID=2
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261325_06,NTUHC-健康一把罩:癌症篩檢知多少,"健康一把罩－癌症篩檢活動公告
一、活動內容
(一) 守護健康：認識癌症篩檢（實體與線上同步）
時間：115年5月18日（星期一）12：20–13：20
地點：保健中心二樓衛教室
講師：國立臺灣大學醫學院附設醫院家庭醫學部醫師
(二) 癌症篩檢行動實踐引導活動
時間：115年5月21日（星期四）、5月22日（星期五）13：30–16：30
地點：保健中心一樓
備註：本活動不需事先報名，符合資格者可直接攜帶健保卡至現場進行篩檢。
二、活動對象-本校教職員生
• 健康識能講座預計100人
• 癌症篩檢行動實踐活動預計50人次
• 全程參與並完成簽到、簽退及滿意度調查者，可登錄終生學習時數
三、活動說明
(一) 守護健康：認識癌症篩檢
透過醫學專業講解，說明癌症篩檢之醫學依據、政府補助政策及正確篩檢觀念，提升健康識能。
(二) 癌症篩檢行動實踐引導活動（現場實際篩檢項目）
1. 子宮頸抹片檢查：25–29歲女性每3年1次；30歲以上女性每年1次。
2. 人類乳突病毒檢測（HPV）：35歲、45歲、65歲女性，當年度可免費檢測1次。
3. 糞便潛血檢查：45–75歲民眾每2年1次；40–45歲具家族史者亦可。
4. 胃幽門螺旋桿菌篩檢：45至未滿75歲（出生年40–70年次）民眾，終身1次。
5. 乳房X光攝影（需預約回總院篩檢）：45–75歲女性，每2年1次。
6. 肺部低劑量電腦斷層（LDCT）（需預約回總院篩檢）：
- 具肺癌家族史者：45–75歲男性或40–75歲女性，且父母、子女或兄弟姊妹曾診斷肺癌。
- 重度吸菸者：50–74歲，吸菸史達20包–年以上，且戒菸未滿15年者。
四、用餐說明
本活動無提供便當，參加講座者，教職員可集點，學生可摸彩

**詳細活動內容請上FB及IG查詢🔍台灣大學保健中心

FB粉專:
https://www.facebook.com/profile.php?id=61585288985745
IG:
https://www.instagram.com/ntu.healthcenter/",講座 (兩種身分皆適用),人文素養/養生保健/婦幼衛生(195),無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261325_06&sesID=3
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261325_06,NTUHC-健康一把罩:癌症篩檢知多少,"健康一把罩－癌症篩檢活動公告
一、活動內容
(一) 守護健康：認識癌症篩檢（實體與線上同步）
時間：115年5月18日（星期一）12：20–13：20
地點：保健中心二樓衛教室
講師：國立臺灣大學醫學院附設醫院家庭醫學部醫師
(二) 癌症篩檢行動實踐引導活動
時間：115年5月21日（星期四）、5月22日（星期五）13：30–16：30
地點：保健中心一樓
備註：本活動不需事先報名，符合資格者可直接攜帶健保卡至現場進行篩檢。
二、活動對象-本校教職員生
• 健康識能講座預計100人
• 癌症篩檢行動實踐活動預計50人次
• 全程參與並完成簽到、簽退及滿意度調查者，可登錄終生學習時數
三、活動說明
(一) 守護健康：認識癌症篩檢
透過醫學專業講解，說明癌症篩檢之醫學依據、政府補助政策及正確篩檢觀念，提升健康識能。
(二) 癌症篩檢行動實踐引導活動（現場實際篩檢項目）
1. 子宮頸抹片檢查：25–29歲女性每3年1次；30歲以上女性每年1次。
2. 人類乳突病毒檢測（HPV）：35歲、45歲、65歲女性，當年度可免費檢測1次。
3. 糞便潛血檢查：45–75歲民眾每2年1次；40–45歲具家族史者亦可。
4. 胃幽門螺旋桿菌篩檢：45至未滿75歲（出生年40–70年次）民眾，終身1次。
5. 乳房X光攝影（需預約回總院篩檢）：45–75歲女性，每2年1次。
6. 肺部低劑量電腦斷層（LDCT）（需預約回總院篩檢）：
- 具肺癌家族史者：45–75歲男性或40–75歲女性，且父母、子女或兄弟姊妹曾診斷肺癌。
- 重度吸菸者：50–74歲，吸菸史達20包–年以上，且戒菸未滿15年者。
四、用餐說明
本活動無提供便當，參加講座者，教職員可集點，學生可摸彩

**詳細活動內容請上FB及IG查詢🔍台灣大學保健中心

FB粉專:
https://www.facebook.com/profile.php?id=61585288985745
IG:
https://www.instagram.com/ntu.healthcenter/",講座 (兩種身分皆適用),人文素養/養生保健/婦幼衛生(195),無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261325_06&sesID=4
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20253700_14,諾貝爾獎得主演講系列 – 宋恭源先生頂尖研究講座 – Prof. Joachim Frank (2017年諾貝爾化學獎得主),"本校「宋恭源先生頂尖研究講座」係光寶集團創辦人宋恭源先生自2023年起慨捐支持設置，2025年起與中央研究院聯合推動「臺灣橋樑計畫」，結合國內十二所學研機構與世界和平基金會 (International Peace Foundation, IPF) 合作，將於2025年至2026年間邀請三十一位諾貝爾獎得主來臺，進行系列演講與交流。本場次邀請諾貝爾物理學獎得主 Prof. Joachim Frank 蒞校演講，歡迎全校師生踴躍參與。

● 活動資訊：
主講人：Prof. Joachim Frank (2017年諾貝爾化學獎得主)
主題：「Cryo-electron microscopy, a new foundation for molecular medicine and drug design」
時間：2026年5月6日 (週三) 14:00 - 15:40
語言：英語

● 活動流程：
13:20-14:00：報到
14:00-14:05：開場引言
14:05-14:50：主題演講
14:50-15:35：現場QA
15:35-15:40：致贈獎座，現場大合照

● Activity Process:
13:20 - 14:00: Registration and Admission
14:00 - 14:05: Introduction
14:05 - 14:50: Speech Start
14:50 - 15:35: Question and Answer
15:35 - 15:40: Trophy Presentation and Group Photo Session",講座 (兩種身分皆適用),專業技術/醫學衛生/醫學工程(88),無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20253700_14&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261923_03,2026年Turnitin原創性比對系統教育訓練「系所承辦人」,"為增進本校承辦人員對Turnitin系統內容操作的了解，圖書館邀請Turnitin原廠講者介紹說明，歡迎踴躍報名參加。

2026/5/6(三) 10:00-12:00
講題：Turnitin原創性比對系統教育訓練「系所承辦人」
地點：線上（報名日期截止後統一寄送會議連結）
備註：本次教育訓練可採計公務人員終身學習時數2小時",講座 (兩種身分皆適用),專業行政/一般行政/一般行政(23),無,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261923_03&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261923_02,圖書館Master講堂「啟發思維，拓展視野」,"2026年4-5月圖書館 Master 講堂特邀臺大各領域教授分享研究歷程與前瞻視野，面對面帶你探索學術新知，提升自我能力。
講座免費報名，歡迎校內外師生踴躍參加，跟著大師「啟發思維，拓展視野」！

4/30(四) 14:30-16:00
講題：從性平委員到推動立法的歷程─跟蹤騷擾防制法與妨害性隱私及不實性影像罪的催生
主講人：法律系 王皇玉特聘教授
地點：總圖B1國際會議廳

5/4(一) 14:30-16:00
講題：光、意識、半導體─跨領域研究經驗分享
主講人：物理系 朱士維教授
地點：總圖B1國際會議廳

5/14(四) 14:30-16:00
講題：阿公說的，還是書本寫的─從地方民間社會重看現代史
主講人：歷史系 羅士傑教授
**地點：總圖1樓團體室**

2026/5/20(週三) 14:30-16:00
海洋連連看─海洋科學到海洋保育的十萬八千里路
主講人：漁業科學研究所 柯佳吟教授
地點：總圖B1國際會議廳

◆ 全程參與者，可獲得公務人員終身學習時數認證及圖書館專屬限量 L 夾，歡迎踴躍參加。
◆ 歡迎本校教職員及學生、校外人士線上報名，課前將以 E-mail 寄送通知。
◆ 本校教職員工生加碼：參加任一場 Master 講堂或 HELP 講堂可得 1 點，集滿 3 點即可至圖書館 1 樓服務台兌換抽獎券。
6/3（三）將抽出 8 位得主，贈送 100 元超商禮券，並以 E-mail 通知領獎資訊。
◆ 圖書館保留系列課程變動之權利，如有修正或取消，將於本館網站公告。",講座 (兩種身分皆適用),管理/綜合管理/知識管理(120),https://www.lib.ntu.edu.tw/node/1817#master,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261923_02&sesID=1
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261923_02,圖書館Master講堂「啟發思維，拓展視野」,"2026年4-5月圖書館 Master 講堂特邀臺大各領域教授分享研究歷程與前瞻視野，面對面帶你探索學術新知，提升自我能力。
講座免費報名，歡迎校內外師生踴躍參加，跟著大師「啟發思維，拓展視野」！

4/30(四) 14:30-16:00
講題：從性平委員到推動立法的歷程─跟蹤騷擾防制法與妨害性隱私及不實性影像罪的催生
主講人：法律系 王皇玉特聘教授
地點：總圖B1國際會議廳

5/4(一) 14:30-16:00
講題：光、意識、半導體─跨領域研究經驗分享
主講人：物理系 朱士維教授
地點：總圖B1國際會議廳

5/14(四) 14:30-16:00
講題：阿公說的，還是書本寫的─從地方民間社會重看現代史
主講人：歷史系 羅士傑教授
**地點：總圖1樓團體室**

2026/5/20(週三) 14:30-16:00
海洋連連看─海洋科學到海洋保育的十萬八千里路
主講人：漁業科學研究所 柯佳吟教授
地點：總圖B1國際會議廳

◆ 全程參與者，可獲得公務人員終身學習時數認證及圖書館專屬限量 L 夾，歡迎踴躍參加。
◆ 歡迎本校教職員及學生、校外人士線上報名，課前將以 E-mail 寄送通知。
◆ 本校教職員工生加碼：參加任一場 Master 講堂或 HELP 講堂可得 1 點，集滿 3 點即可至圖書館 1 樓服務台兌換抽獎券。
6/3（三）將抽出 8 位得主，贈送 100 元超商禮券，並以 E-mail 通知領獎資訊。
◆ 圖書館保留系列課程變動之權利，如有修正或取消，將於本館網站公告。",講座 (兩種身分皆適用),管理/綜合管理/知識管理(120),https://www.lib.ntu.edu.tw/node/1817#master,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261923_02&sesID=2
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261923_02,圖書館Master講堂「啟發思維，拓展視野」,"2026年4-5月圖書館 Master 講堂特邀臺大各領域教授分享研究歷程與前瞻視野，面對面帶你探索學術新知，提升自我能力。
講座免費報名，歡迎校內外師生踴躍參加，跟著大師「啟發思維，拓展視野」！

4/30(四) 14:30-16:00
講題：從性平委員到推動立法的歷程─跟蹤騷擾防制法與妨害性隱私及不實性影像罪的催生
主講人：法律系 王皇玉特聘教授
地點：總圖B1國際會議廳

5/4(一) 14:30-16:00
講題：光、意識、半導體─跨領域研究經驗分享
主講人：物理系 朱士維教授
地點：總圖B1國際會議廳

5/14(四) 14:30-16:00
講題：阿公說的，還是書本寫的─從地方民間社會重看現代史
主講人：歷史系 羅士傑教授
**地點：總圖1樓團體室**

2026/5/20(週三) 14:30-16:00
海洋連連看─海洋科學到海洋保育的十萬八千里路
主講人：漁業科學研究所 柯佳吟教授
地點：總圖B1國際會議廳

◆ 全程參與者，可獲得公務人員終身學習時數認證及圖書館專屬限量 L 夾，歡迎踴躍參加。
◆ 歡迎本校教職員及學生、校外人士線上報名，課前將以 E-mail 寄送通知。
◆ 本校教職員工生加碼：參加任一場 Master 講堂或 HELP 講堂可得 1 點，集滿 3 點即可至圖書館 1 樓服務台兌換抽獎券。
6/3（三）將抽出 8 位得主，贈送 100 元超商禮券，並以 E-mail 通知領獎資訊。
◆ 圖書館保留系列課程變動之權利，如有修正或取消，將於本館網站公告。",講座 (兩種身分皆適用),管理/綜合管理/知識管理(120),https://www.lib.ntu.edu.tw/node/1817#master,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261923_02&sesID=3
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=20261923_02,圖書館Master講堂「啟發思維，拓展視野」,"2026年4-5月圖書館 Master 講堂特邀臺大各領域教授分享研究歷程與前瞻視野，面對面帶你探索學術新知，提升自我能力。
講座免費報名，歡迎校內外師生踴躍參加，跟著大師「啟發思維，拓展視野」！

4/30(四) 14:30-16:00
講題：從性平委員到推動立法的歷程─跟蹤騷擾防制法與妨害性隱私及不實性影像罪的催生
主講人：法律系 王皇玉特聘教授
地點：總圖B1國際會議廳

5/4(一) 14:30-16:00
講題：光、意識、半導體─跨領域研究經驗分享
主講人：物理系 朱士維教授
地點：總圖B1國際會議廳

5/14(四) 14:30-16:00
講題：阿公說的，還是書本寫的─從地方民間社會重看現代史
主講人：歷史系 羅士傑教授
**地點：總圖1樓團體室**

2026/5/20(週三) 14:30-16:00
海洋連連看─海洋科學到海洋保育的十萬八千里路
主講人：漁業科學研究所 柯佳吟教授
地點：總圖B1國際會議廳

◆ 全程參與者，可獲得公務人員終身學習時數認證及圖書館專屬限量 L 夾，歡迎踴躍參加。
◆ 歡迎本校教職員及學生、校外人士線上報名，課前將以 E-mail 寄送通知。
◆ 本校教職員工生加碼：參加任一場 Master 講堂或 HELP 講堂可得 1 點，集滿 3 點即可至圖書館 1 樓服務台兌換抽獎券。
6/3（三）將抽出 8 位得主，贈送 100 元超商禮券，並以 E-mail 通知領獎資訊。
◆ 圖書館保留系列課程變動之權利，如有修正或取消，將於本館網站公告。",講座 (兩種身分皆適用),管理/綜合管理/知識管理(120),https://www.lib.ntu.edu.tw/node/1817#master,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=20261923_02&sesID=4
https://my.ntu.edu.tw/actregister/sessionList.aspx?actID=2026K600_01,🎬《歡迎來到北車大客廳》紀錄片放映暨映後座談,"歡迎來到北車大客廳 Welcome to Taipei Main Station Hall

在台北最繁忙的交通樞紐——台北車站，每到週日，大廳總會聚集一群來自不同國家的朋友。紀錄片《歡迎來到北車大客廳》拍攝四位不同世代的印尼女性看護工，她們在台灣工作了近十年。平日，她們在雇主的家庭裡照顧老人或小孩；休假的時候，她們與朋友相約來到台北車站大廳。台北車站大廳是她們的客廳，她們擺脫看護工的身分，盡情展現自己，也延伸出許多關於跨國女性移工議題的思考。

「探索學習」相信，真正的理解往往來自走出既有視角、走進他人的生活現場。透過影像，我們得以靠近那些平時不容易被看見的故事；透過對話，我們也有機會重新思考：在同一座城市生活的我們，如何理解彼此、如何看見不同生命的處境。本場【探索不設限｜Explorer Talk】除了放映紀錄片，也邀請導演與多位來賓和曾參與探索學習的探員，進行映後交流，從影像、社會觀察與親身經驗出發，一起展開一場關於移工、城市公共空間與社會理解的探索。

期待在這個夜晚，透過一部電影與一場對話，打開一扇新的探索視角。


—— ⠿ 映後交流與會者 ⠿——
曾文珍｜《歡迎來到北車大客廳》導演
廖雲章｜獨立評論＠天下資深頻道總監
詹魁元｜臺大機械系教授／探索學習探長
林筱昀｜臺大社工系畢業(B08)／113-1學期探索學習探員

—— ⠿ 活動資訊 ⠿——

日期：2026年4月30日（四）19：00 - 21：30 （18：40-19：00入場）
地點：臺灣大學普通教學館103教室
主辦單位：臺大創新設計學院、獨立評論＠天下、燦爛時光北車地板圖書館
合辦單位：臺大教務處
飲援夥伴：DayDayJamu
本場活動不限臺大教職員生報名，歡迎家長、高中生...等有興趣夥伴與會",講座 (適用非公務人員),活動總表,https://ntudschool.pse.is/20260430dcw,無,https://my.ntu.edu.tw/actregister/sessionView.aspx?actID=2026K600_01&sesID=1
